production_case_id,source_case_id,particle_material,substrate_material,pair,impact_velocity_m_s,velocity_level_index,qualified_velocity_min_m_s,qualified_velocity_max_m_s,solve_reuse,case_gate_decision,ml_candidate,constitutive_review_flags,terminal_particle_volume_weighted_velocity_m_s,terminal_velocity_class,particle_axial_flattening_percent,normalized_crater_depth,particle_peeqvavg_p95,particle_peeqvavg_max,substrate_peeq_p95,substrate_peeq_max,maximum_peeq,particle_temperature_p95_k,particle_temperature_max_k,substrate_temperature_p95_k,substrate_temperature_max_k,particle_temperature_max_over_melt,substrate_temperature_max_over_melt,maximum_temperature_over_melt,peak_contact_pressure_pa,initial_kinetic_energy_j,final_allae_over_allie,eulerian_allae_over_allie,substrate_allae_over_allie,etotal_drift_over_initial_ke,final_over_initial_particle_material_volume,particle_material_volume_relative_change_abs,endpoint_over_first_boundary_return,terminal_time_s,frame_count,odb_file
MMCELP4_INCONEL718_TI6AL4V_V08,MMCELP4_INCONEL718_TI6AL4V_V08_EPD24_T080_DOM15_EBOT15,Inconel718,Ti6Al4V,Inconel718->Ti6Al4V,1020.0,8,500.0,1150.0,False,PASS_CEL_P4_CASE,True,NEAR_MELT_REVIEW,202.48943781615736,REBOUND,30.898196867226318,0.4314097895985469,0.9145950675010681,1.327408790588379,0.41594913601875305,4.773203372955322,4.773203372955322,724.2314453125,944.4088134765625,548.7383422851562,1920.986328125,0.5869538927759866,0.9963622033843361,0.9963622033843361,17899638784.0,8.717617674847133e-06,0.026794495792660123,0.0756679114889859,0.011491147521895298,0.001064670851346493,1.0006219901233102,0.0006219901233102121,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_INCONEL718_TI6AL4V_V08_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_INCONEL718_TI6AL4V_V09,MMCELP4_INCONEL718_TI6AL4V_V09_EPD24_T080_DOM15_EBOT15,Inconel718,Ti6Al4V,Inconel718->Ti6Al4V,1085.0,9,500.0,1150.0,False,PASS_CEL_P4_CASE,True,NEAR_MELT_REVIEW,210.670040623692,REBOUND,32.61029667907848,0.47158919187495485,1.0084296464920044,1.3937993049621582,0.46242251992225647,4.934659957885742,4.934659957885742,773.5914916992188,942.8836059570312,579.9461059570312,1922.873779296875,0.5860059701411008,0.9973411718344787,0.9973411718344787,12018502656.0,9.86408758762991e-06,0.0292700886428972,0.08631271338509135,0.011658954659577376,0.0015285350045856972,1.0005214462228964,0.0005214462228964045,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_INCONEL718_TI6AL4V_V09_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_INCONEL718_TI6AL4V_V10,MMCELP3_INCONEL718_TI6AL4V_HIGH_EPD24_T080_DOM15_EBOT15,Inconel718,Ti6Al4V,Inconel718->Ti6Al4V,1150.0,10,500.0,1150.0,True,PASS_CEL_P4_CASE,True,PEEQ_MAX_REVIEW;NEAR_MELT_REVIEW,216.35016608831003,REBOUND,34.31058000296023,0.5093639265396632,1.1144793033599854,1.5073798894882202,0.5108830332756042,6.895310401916504,6.895310401916504,824.4357299804688,1031.7933349609375,612.7952270507812,1927.9344482421875,0.641263725892441,0.9999660001256159,0.9999660001256159,16359011328.0,1.108136166294571e-05,0.032765153257553685,0.10089053075740405,0.011809754400095959,0.0019320283852231508,1.0007581324829613,0.0007581324829613045,0.6734279485205487,7.999999951380232e-08,41,jobs/verification/CEL_P3/MMCELP3_INCONEL718_TI6AL4V_HIGH_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V00,MMCELP3_TI6AL4V_TI6AL4V_LOW_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,500.0,0,500.0,1150.0,True,PASS_CEL_P4_CASE,True,,85.29434884584396,REBOUND,17.04523574545537,0.07242381343530724,0.512882649898529,0.5761573910713196,0.023927073925733566,0.3782600164413452,0.5761573910713196,623.2835083007812,663.1607666015625,310.4364013671875,525.1722412109375,0.34396305321657805,0.27239224129198003,0.34396305321657805,6963420672.0,1.1330714642099338e-06,0.016250307876228796,0.020895489718538364,0.007710134200735415,9.11042700410832e-05,0.9996589335643502,0.000341066435649795,0.6734279485205487,7.999999951380232e-08,41,jobs/verification/CEL_P3/MMCELP3_TI6AL4V_TI6AL4V_LOW_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V01,MMCELP4_TI6AL4V_TI6AL4V_V01_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,565.0,1,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,90.67398857115738,REBOUND,20.14153517025823,0.0856950555316871,0.582818865776062,0.6627429723739624,0.03553938493132591,0.5044043660163879,0.6627429723739624,672.3065795898438,723.3856811523438,316.6035461425781,610.9144897460938,0.3752000420914646,0.3168643619015009,0.3752000420914646,6705716736.0,1.446818941985839e-06,0.015929098459369368,0.0216100133796209,0.006793535172506325,0.00039445704559216255,0.9996491967232686,0.0003508032767314262,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V01_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V02,MMCELP4_TI6AL4V_TI6AL4V_V02_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,630.0,2,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,97.08379274250285,REBOUND,22.922535011629982,0.1017550857795868,0.64458829164505,0.7455661296844482,0.048239849507808685,0.6723541617393494,0.7455661296844482,726.2245483398438,780.3802490234375,323.4870910644531,726.669189453125,0.4047615399499157,0.37690310656282416,0.4047615399499157,7745701888.0,1.7988643321587006e-06,0.016703594220016656,0.024257589119192055,0.0061974212098911486,0.0004828421046910386,0.9996209741600235,0.00037902583997651007,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V02_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V03,MMCELP4_TI6AL4V_TI6AL4V_V03_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,695.0,3,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,107.24120577246474,REBOUND,25.242919957946413,0.11934441317862365,0.7204343676567078,0.8214468359947205,0.06299521028995514,0.9212472438812256,0.9212472438812256,777.6437377929688,843.3167114257812,331.6013488769531,900.1910400390625,0.4374049333121272,0.46690406641030213,0.46690406641030213,6879916032.0,2.189207407354843e-06,0.017479975296419006,0.027215088902476894,0.005755633679354718,0.000497702798311134,0.9997535890607301,0.0002464109392699143,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V03_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V04,MMCELP4_TI6AL4V_TI6AL4V_V04_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,760.0,4,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,122.44707273115503,REBOUND,27.00444640128679,0.13786108866042923,0.7867133617401123,0.8876412510871887,0.0810173749923706,1.1808480024337769,1.1808480024337769,828.6925048828125,895.3693237304688,341.64324951171875,1074.137939453125,0.4644031762087493,0.5571254872682183,0.5571254872682183,7307118592.0,2.6178483949479414e-06,0.01770329534301289,0.028968547786851012,0.00614372069845522,0.00025717816749307914,0.9996998243745007,0.00030017562549933263,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V04_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V05,MMCELP3_TI6AL4V_TI6AL4V_MID_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,825.0,5,500.0,1150.0,True,PASS_CEL_P4_CASE,True,,141.05559194135768,REBOUND,28.47290050536442,0.1568954212416429,0.8462955951690674,0.9513611793518066,0.10228722542524338,1.560677170753479,1.560677170753479,867.688232421875,945.1976318359375,353.6552734375,1304.084228515625,0.49024773435473934,0.6763922347072744,0.6763922347072744,10485992448.0,3.0847870675643208e-06,0.018210336118446458,0.031244034272861237,0.006629645990808503,0.0001831645332728141,1.0000388154736024,3.881547360240489e-05,0.6734279485205487,7.999999951380232e-08,41,jobs/verification/CEL_P3/MMCELP3_TI6AL4V_TI6AL4V_MID_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V06,MMCELP4_TI6AL4V_TI6AL4V_V06_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,890.0,6,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,157.18767782435762,REBOUND,29.938133373791583,0.1774288284650538,0.9101993441581726,1.0297397375106812,0.1272137314081192,2.0153276920318604,2.0153276920318604,914.8989868164062,999.1552734375,368.03253173828125,1526.3358154296875,0.5182340629862552,0.7916679540610412,0.7916679540610412,13062705152.0,3.5900236525776563e-06,0.018535981909416827,0.0344191593019249,0.006047106674311728,0.0003334580819123786,1.0001081579106448,0.00010815791064477942,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V06_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V07,MMCELP4_TI6AL4V_TI6AL4V_V07_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,955.0,7,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,170.2306314446482,REBOUND,31.48063364187899,0.19691025954671204,0.9698036313056946,1.1118812561035156,0.1562209278345108,2.5009303092956543,2.5009303092956543,953.9821166992188,1060.16259765625,385.0139465332031,1693.6983642578125,0.5498768660042791,0.8784742553204422,0.8784742553204422,12870937600.0,4.133557922614273e-06,0.018710843882520856,0.03677275823649284,0.0059085133854703455,0.0004608467302324916,0.9999756477481834,2.4352251816628367e-05,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V07_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V08,MMCELP4_TI6AL4V_TI6AL4V_V08_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,1020.0,8,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,182.6187318186088,REBOUND,33.117244925027926,0.21884152374695987,1.0329302549362183,1.1923410892486572,0.18604333698749542,2.796290636062622,2.796290636062622,1003.7237548828125,1122.079833984375,402.86212158203125,1765.745361328125,0.5819916151371239,0.9158430297345047,0.9158430297345047,14642691072.0,4.715390332421521e-06,0.01984464481284382,0.04019782124423431,0.006484422488916998,0.0007150949060650753,0.9996724604213977,0.0003275395786023205,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V08_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V09,MMCELP4_TI6AL4V_TI6AL4V_V09_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,1085.0,9,500.0,1150.0,False,PASS_CEL_P4_CASE,True,,190.40004138669616,REBOUND,34.80175800244122,0.24082904928945936,1.0958409309387207,1.3023298978805542,0.2192915827035904,2.9883511066436768,2.9883511066436768,1047.0615234375,1204.4371337890625,423.0263977050781,1802.181640625,0.6247080569445345,0.9347415148469918,0.9347415148469918,13853271040.0,5.335520199878374e-06,0.020985302234641946,0.04359230820903747,0.0071252455861482815,0.000997022654096806,0.9997825183505187,0.00021748164948132143,0.6734279485205487,7.999999951380232e-08,41,jobs/production/CEL_P4/MMCELP4_TI6AL4V_TI6AL4V_V09_EPD24_T080_DOM15_EBOT15.odb
MMCELP4_TI6AL4V_TI6AL4V_V10,MMCELP3_TI6AL4V_TI6AL4V_HIGH_EPD24_T080_DOM15_EBOT15,Ti6Al4V,Ti6Al4V,Ti6Al4V->Ti6Al4V,1150.0,10,500.0,1150.0,True,PASS_CEL_P4_CASE,True,NEAR_MELT_REVIEW,200.1962698268956,REBOUND,36.517377642736996,0.264530553977238,1.1649948358535767,1.395338773727417,0.2522788345813751,3.2714574337005615,3.2714574337005615,1103.652099609375,1277.01123046875,443.59283447265625,1843.3641357421875,0.6623502232721732,0.9561017301567363,0.9561017301567363,15595612160.0,5.993947979732184e-06,0.021768572724440965,0.04616411539730035,0.007739138193484033,0.0013411900964362565,0.999992235534062,7.764465937976084e-06,0.6734279485205487,7.999999951380232e-08,41,jobs/verification/CEL_P3/MMCELP3_TI6AL4V_TI6AL4V_HIGH_EPD24_T080_DOM15_EBOT15.odb
